Postcode,Suburb
3685,GREAT SOUTHERN
3374,GREAT WESTERN
3537,GREDGWIN
3462,GREEN GULLY
3341,GREENDALE
3444,GREENHILL
3387,GREENS CREEK
3088,GREENSBOROUGH
3059,GREENVALE
3304,GREENWALD
3352,GRENVILLE
3675,GRETA
3675,GRETA SOUTH
3675,GRETA WEST
3234,GREY RIVER
3104,GREYTHORN
3315,GRINGEGALGONA
3315,GRITJURK
3216,GROVEDALE
3216,GROVEDALE EAST
3770,GRUYERE
3451,GUILDFORD
3566,GUNBOWER
3691,GUNDOWRING
3960,GUNYAH
3709,GUYS FOREST
3807,GUYS HILL
3401,GYMBOWEN
3351,HADDON
3046,HADFIELD
3803,HALLAM
3818,HALLORA
3381,HALLS GAP
3953,HALLSTON
3300,HAMILTON
3215,HAMLYN HEIGHTS
3188,HAMPTON
3188,HAMPTON EAST
3188,HAMPTON NORTH
3976,HAMPTON PARK
3675,HANSONVILLE
3360,HAPPY VALLEY
3549,HAPPY VALLEY
3453,HARCOURT
3453,HARCOURT NORTH
3806,HARKAWAY
3337,HARKNESS
3995,HARMERS HAVEN
3741,HARRIETVILLE
3317,HARROW
3616,HARSTON
3124,HARTWELL
3915,HASTINGS
3501,HATTAH
3465,HAVELOCK
3401,HAVEN
3737,HAVILAH
3287,HAWKESDALE
3862,HAWKHURST
3142,HAWKSBURN
3122,HAWTHORN
3123,HAWTHORN EAST
3122,HAWTHORN NORTH
3122,HAWTHORN WEST
3888,HAYDENS BOG
3966,HAZEL PARK
3658,HAZELDENE
3840,HAZELWOOD
3840,HAZELWOOD NORTH
3840,HAZELWOOD SOUTH
3777,HEALESVILLE
3777,HEALESVILLE MAIN STREET
3981,HEATH HILL
3523,HEATHCOTE
3758,HEATHCOTE JUNCTION
3523,HEATHCOTE SOUTH
3202,HEATHERTON
3305,HEATHMERE
3135,HEATHMONT
3134,HEATHWOOD
3967,HEDLEY
3084,HEIDELBERG
3081,HEIDELBERG HEIGHTS
3081,HEIDELBERG RGH
3081,HEIDELBERG WEST
3301,HENSLEY PARK
3312,HENTY
3461,HEPBURN
3461,HEPBURN SPRINGS
3218,HERNE HILL
3825,HERNES OAK
3442,HESKET
3321,HESSE
3273,HEXHAM
3858,HEYFIELD
3268,HEYTESBURY LOWER
3304,HEYWOOD
3847,HIAMDALE
3971,HIAWATHA
3764,HIGH CAMP
3190,HIGHETT
3660,HIGHLANDS
3032,HIGHPOINT CITY
3216,HIGHTON
3315,HILGAY
3825,HILL END
3351,HILLCREST
3660,HILLDENE
3037,HILLSIDE
3875,HILLSIDE
3898,HINNOMUNJIE
3920,HMAS CERBERUS
3139,HODDLES CREEK
3862,HOLLANDS LANDING
3148,HOLMESGLEN
3465,HOMEBUSH
3304,HOMERTON
3717,HOMEWOOD
3396,HOPETOUN
3162,HOPETOUN GARDENS
3340,HOPETOUN PARK
3029,HOPPERS CROSSING
3238,HORDERN VALE
3567,HORFIELD
3400,HORSHAM
3402,HORSHAM
3741,HOTHAM HEIGHTS
3051,HOTHAM HILL
3303,HOTSPUR
3128,HOUSTON
3723,HOWES CREEK
3858,HOWITT PLAINS
3723,HOWQUA
3723,HOWQUA HILLS
3723,HOWQUA INLET
3166,HUGHESDALE
3757,HUMEVALE
3558,HUNTER
3971,HUNTERSTON
3166,HUNTINGDALE
3551,HUNTLY
3551,HUNTLY NORTH
3695,HUON
3691,HUON CREEK
3099,HURSTBRIDGE
3833,ICY CREEK
3875,IGUANA CREEK
3351,ILLABAROOK
3381,ILLAWARRA
3282,ILLOWA
3223,INDENTED HEAD
3688,INDIGO VALLEY
3517,INGLEWOOD
3342,INGLISTON
3472,INKERMAN
3636,INVERGORDON
3321,INVERLEIGH
3996,INVERLOCH
3352,INVERMAY
3350,INVERMAY PARK
3815,IONA
3494,IRAAK
3451,IRISHTOWN
3550,IRONBARK
3249,IRREWARRA
3249,IRREWILLIPE
3249,IRREWILLIPE EAST
3498,IRYMPLE
3079,IVANHOE
3079,IVANHOE EAST
3079,IVANHOE NORTH
3047,JACANA
3971,JACK RIVER
3556,JACKASS FLAT
3825,JACOB CREEK
3984,JAM JERRUP
3723,JAMIESON
3228,JAN JUC
3266,JANCOURT
3266,JANCOURT EAST
3517,JARKLIN
3888,JARRAHMOND
3700,JARVIS CREEK
3840,JEERALANG
3840,JEERALANG JUNCTION
3945,JEETHO
3480,JEFFCOTT
3480,JEFFCOTT NORTH
3423,JEPARIT
3825,JERICHO
3527,JERUK
3483,JIL JIL
3409,JILPANGER
3818,JINDIVICK
3384,JOEL JOEL
3384,JOEL SOUTH
3238,JOHANNA
3902,JOHNSONVILLE
3870,JOHNSTONES HILL
3148,JORDANVILLE
3364,JOYCES CREEK
3869,JUMBUK
3951,JUMBUNNA
3977,JUNCTION VILLAGE
3401,JUNG
3575,JUNGABURRA
3551,JUNORTOUN
3635,KAARIMBA
3318,KADNOOK
3909,KALIMNA
3909,KALIMNA WEST
3064,KALKALLO
3401,KALKEE
3791,KALLISTA
3766,KALORAMA
3529,KALPIENUNG
3570,KAMAROOKA
3571,KAMAROOKA NORTH
3401,KANAGULK
3691,KANCOONA
3555,KANGAROO FLAT
3097,KANGAROO GROUND
3419,KANIVA
3719,KANUMBRA
3387,KANYA
3564,KANYAPELLA
3294,KARABEAL
3951,KARDELLA
3950,KARDELLA SOUTH
3260,KARIAH
3199,KARINGAL
3199,KARINGAL CENTRE
3401,KARNAK
3631,KARRAMOMUS
3483,KARYRIE
3649,KATAMATITE
3649,KATAMATITE EAST
3634,KATANDRA
3634,KATANDRA WEST
3640,KATUNGA
3249,KAWARREN
3021,KEALBA
3568,KEELY
3036,KEILOR
3038,KEILOR DOWNS
3033,KEILOR EAST
3038,KEILOR LODGE
3036,KEILOR NORTH
3042,KEILOR PARK
3393,KELLALAC
3666,KELVIN VIEW
3597,KENLEY
3395,KENMARE
3239,KENNEDYS CREEK
3234,KENNETT RIVER
3550,KENNINGTON
3031,KENSINGTON
3579,KERANG
3579,KERANG EAST
3691,KERGUNYAH
3691,KERGUNYAH SOUTH
3979,KERNOT
3434,KERRIE
3129,KERRIMUIR
3660,KERRISDALE
3723,KEVINGTON
3101,KEW
3102,KEW EAST
3390,KEWELL
3173,KEYSBOROUGH
3631,KIALLA
3631,KIALLA EAST
3631,KIALLA WEST
3418,KIATA
3691,KIEWA
3995,KILCUNDA
3312,KILLARA
3691,KILLARA
3283,KILLARNEY
3678,KILLAWARRA
3717,KILLINGWORTH
3851,KILMANY
3764,KILMORE
3764,KILMORE EAST
3137,KILSYTH
3137,KILSYTH SOUTH
3551,KIMBOLTON
3678,KING VALLEY
3763,KINGLAKE
3757,KINGLAKE CENTRAL
3757,KINGLAKE WEST
3517,KINGOWER
3021,KINGS PARK
3083,KINGSBURY
3364,KINGSTON
3012,KINGSVILLE
3483,KINNABULLA
3520,KINYPANIAL
3283,KIRKSTALL
3608,KIRWANS BRIDGE
3666,KITHBROOK
3286,KNEBSWORTH
3723,KNOCKWOOD
3523,KNOWSLEY
3152,KNOX CITY CENTRE
3180,KNOXFIELD
3260,KOALLAH
3704,KOETONG
3265,KOLORA
3951,KONGWAK
3315,KONONGWOOTONG
3981,KOO WEE RUP
3981,KOO WEE RUP NORTH
3597,KOOLOONONG
3669,KOONDA
3580,KOONDROOK
3644,KOONOOMOO
3954,KOONWARRA
3477,KOOREH
3501,KOORLONG
3844,KOORNALLA
3364,KOOROOCHEANG
3860,KOOROOL
3953,KOOROOMAN
3144,KOOYONG
3714,KORIELLA
3341,KOROBEIT
3282,KOROIT
3520,KORONG VALE
3579,KOROOP
3950,KORUMBURRA
3950,KORUMBURRA SOUTH
3461,KORWEINGUBOORA
3565,KOTTA
3638,KOTUPNA
3622,KOYUGA
3945,KROWERA
3490,KULWIN
3585,KUNAT
3930,KUNYUNG
3518,KURRACA
3518,KURRACA WEST
3517,KURTING
3337,KURUNJANG
3619,KYABRAM
3620,KYABRAM
3620,KYABRAM SOUTH
3444,KYNETON
3444,KYNETON SOUTH
3621,KYVALLEY
3083,LA TROBE UNIVERSITY
3086,LA TROBE UNIVERSITY
3463,LAANECOORIE
3265,LAANG
3816,LABERTOUCHE
3130,LABURNUM
3678,LACEBY
3523,LADYS PASS
3480,LAEN
3480,LAEN EAST
3480,LAEN NORTH
3393,LAH
3401,LAHARUM
3584,LAKE BOGA
3351,LAKE BOLAC
3909,LAKE BUNGA
3581,LAKE CHARM
3303,LAKE CONDAH
3713,LAKE EILDON
3551,LAKE EPPALOCK
3381,LAKE FYANS
3355,LAKE GARDENS
3373,LAKE GOLDSMITH
3381,LAKE LONSDALE
3525,LAKE MARMAL
3579,LAKE MERAN
3312,LAKE MUNDI
3597,LAKE POWELL
3727,LAKE ROWAN
3887,LAKE TYERS
3909,LAKE TYERS BEACH
3533,LAKE TYRRELL
3851,LAKE WELLINGTON
3350,LAKE WENDOUREE
3373,LAKE WONGAN
3909,LAKES ENTRANCE
3352,LAL LAL
3542,LALBERT
3075,LALOR
3352,LAMPLOUGH
3620,LANCASTER
3995,LANCE CREEK
3435,LANCEFIELD
3384,LANDSBOROUGH
3384,LANDSBOROUGH WEST
3984,LANG LANG
3984,LANG LANG EAST
3363,LANGDONS HILL
3352,LANGI KAL KAL
3377,LANGI LOGAN
3318,LANGKOOP
3444,LANGLEY
3971,LANGSBOROUGH
3910,LANGWARRIN
3911,LANGWARRIN SOUTH
3555,LANSELL PLAZA
3212,LARA
3821,LARDNER
3249,LARPENT
3325,LARRALEA
3487,LASCELLES
3139,LAUNCHING PLACE
3444,LAURISTON
3238,LAVERS HILL
3028,LAVERTON
3026,LAVERTON NORTH
8010,LAW COURTS
3480,LAWLER
3418,LAWLOIT
3364,LAWRENCE
3537,LEAGHUR
3352,LEARMONTH
3385,LEDCOURT
3516,LEICHARDT
3352,LEIGH CREEK
3567,LEITCHVILLE
3631,LEMNOS
3691,LENEVA
3461,LEONARDS HILL
3953,LEONGATHA
3953,LEONGATHA NORTH
3953,LEONGATHA SOUTH
3224,LEOPOLD
3458,LERDERDERG
3260,LESLIE MANOR
3332,LETHBRIDGE
3352,LEXTON
3858,LICOLA
3858,LICOLA NORTH
3820,LILLICO
3371,LILLICUR
3420,LILLIMUR
3682,LILLIPUT
3140,LILYDALE
3673,LIMA
3673,LIMA EAST
3673,LIMA SOUTH
3717,LIMESTONE
3865,LINDENOW
3875,LINDENOW SOUTH
3312,LINDSAY
3496,LINDSAY POINT
3509,LINGA
3360,LINTON
3549,LIPAROO
3324,LISMORE
3480,LITCHFIELD
3418,LITTLE DESERT
3458,LITTLE HAMPTON
8011,LITTLE LONSDALE STREET
3211,LITTLE RIVER
3551,LLANELLY
3862,LLOWALONG
3945,LOCH
3851,LOCH SPORT
3833,LOCH VALLEY
3563,LOCKINGTON
3665,LOCKSLEY
3551,LOCKWOOD
3551,LOCKWOOD SOUTH
3575,LODDON VALE
3475,LOGAN
3678,LONDRIGAN
3340,LONG FOREST
3550,LONG GULLY
3401,LONGERENONG
3851,LONGFORD
3551,LONGLEA
3816,LONGWARRY
3816,LONGWARRY NORTH
3665,LONGWOOD
3666,LONGWOOD EAST
3232,LORNE
3418,LORQUON
3213,LOVELY BANKS
3639,LOWER MOIRA
3401,LOWER NORTON
3093,LOWER PLENTY
3844,LOY YANG
3385,LUBECK
3350,LUCAS
3875,LUCKNOW
3691,LUCYVALE
3673,LURG
3444,LYAL
3975,LYNBROOK
3975,LYNDHURST
3304,LYONS
3461,LYONVILLE
3156,LYSTERFIELD
3156,LYSTERFIELD SOUTH
3286,MACARTHUR
3782,MACCLESFIELD
3440,MACEDON
3971,MACKS CREEK
3085,MACLEOD
3085,MACLEOD WEST
3579,MACORNA
3568,MACORNA NORTH
3723,MACS COVE
3971,MADALYA
3340,MADDINGLEY
3379,MAFEKING
3860,MAFFRA
3859,MAFFRA WEST UPPER
3352,MAGPIE
3551,MAIDEN GULLY
3012,MAIDSTONE
3275,MAILORS FLAT
3373,MAIN LEAD
3928,MAIN RIDGE
3723,MAINDAMPLE
3714,MAINTONGOON
3725,MAJOR PLAINS
3465,MAJORCA
3463,MALDON
3892,MALLACOOTA
3446,MALMSBURY
3144,MALVERN
3145,MALVERN EAST
3144,MALVERN NORTH
3024,MAMBOURIN
3546,MANANGATANG
3551,MANDURANG
3551,MANDURANG SOUTH
3663,MANGALORE
3218,MANIFOLD HEIGHTS
3222,MANNERIM
3360,MANNIBADAR
3971,MANNS BEACH
3024,MANOR LAKES
3889,MANORINA
3722,MANSFIELD
3724,MANSFIELD
3891,MARAMINGO CREEK
3222,MARCUS HILL
3953,MARDAN
3233,MARENGO
3032,MARIBYRNONG
3634,MARIONVALE
3678,MARKWOOD
3483,MARLBED
3888,MARLO
3387,MARNOO
3477,MARNOO EAST
3387,MARNOO WEST
3515,MARONG
3377,MAROONA
3669,MARRAWEENEY
3216,MARSHALL
3875,MARTHAVALE
3634,MARUNGI
3465,MARYBOROUGH
3812,MARYKNOLL
3779,MARYSVILLE
3840,MARYVALE
3482,MASSEY
3723,MATLOCK
3331,MAUDE
3938,MCCRAE
3472,MCINTYRE
3401,MCKENZIE CREEK
3451,MCKENZIE HILL
3204,MCKINNON
3874,MCLOUGHLINS BEACH
3799,MCMAHONS CREEK
3568,MCMILLANS
3568,MEAD
3678,MEADOW CREEK
3048,MEADOW HEIGHTS
3585,MEATIAN
3478,MEDLYN
3956,MEENIYAN
3579,MEERING WEST
3862,MEERLIEU
3000,MELBOURNE
3001,MELBOURNE
3004,MELBOURNE
8001,MELBOURNE
3045,MELBOURNE AIRPORT
8783,MELBOURNE AIRPORT
3052,MELBOURNE UNIVERSITY
3337,MELTON
3338,MELTON SOUTH
3337,MELTON WEST
3315,MELVILLE FOREST
3875,MELWOOD
3373,MENA PARK
3194,MENTONE
3194,MENTONE EAST
3159,MENZIES CREEK
3277,MEPUNGA
3277,MEPUNGA EAST
3277,MEPUNGA WEST
3505,MERBEIN
3505,MERBEIN SOUTH
3505,MERBEIN WEST
3333,MEREDITH
3496,MERINGUR
3310,MERINO
3058,MERLYNSTON
3754,MERNDA
3737,MERRIANG
3737,MERRIANG SOUTH
3916,MERRICKS
3926,MERRICKS BEACH
3926,MERRICKS NORTH
3618,MERRIGUM
3723,MERRIJIG
3875,MERRIJIG
3340,MERRIMU
3496,MERRINEE
3715,MERTON
3448,METCALFE
3444,METCALFE EAST
3904,METUNG
3444,MIA MIA
3064,MICKLEHAM
3124,MIDDLE CAMBERWELL
3375,MIDDLE CREEK
3206,MIDDLE PARK
3956,MIDDLE TARWIN
3666,MIEPOLL
3409,MIGA LAKE
3678,MILAWA
3500,MILDURA
3502,MILDURA
3501,MILDURA CENTRE PLAZA
3501,MILDURA SOUTH
3500,MILDURA WEST
3082,MILL PARK
3352,MILLBROOK
3799,MILLGROVE
3572,MILLOO
3304,MILLTOWN
3579,MILNES BRIDGE
3575,MINCHA
3568,MINCHA WEST
3352,MINERS REST
3324,MINGAY
3287,MINHAMITE
3413,MINIMAY
3351,MININERA
3276,MINJAH
3537,MINMINDIE
3392,MINYIP
3862,MIOWERA
3596,MIRALIE
3415,MIRAM
3871,MIRBOO
3871,MIRBOO NORTH
3722,MIRIMBAH
3294,MIRRANATWA
3132,MITCHAM
3132,MITCHAM NORTH
3355,MITCHELL PARK
3608,MITCHELLSTOWN
3573,MITIAMO
3409,MITRE
3701,MITTA MITTA
3490,MITTYACK
3401,MOCKINYA
3816,MODELLA
3240,MODEWARRE
3825,MOE
3825,MOE SOUTH
3231,MOGGS CREEK
3666,MOGLONEMBY
3381,MOKEPILLY
3718,MOLESWORTH
3472,MOLIAGUL
3666,MOLKA
3352,MOLLONGGHIP
3575,MOLOGA
3673,MOLYULLAH
3800,MONASH UNIVERSITY
3793,MONBULK
3433,MONEGEETTA
3691,MONGANS BRIDGE
3860,MONOMAK
3984,MONOMEITH
3127,MONT ALBERT
3129,MONT ALBERT NORTH
3851,MONTGOMERY
3094,MONTMORENCY
3765,MONTROSE
3224,MOOLAP
3477,MOOLERR
3465,MOOLORT
3478,MOONAMBEL
3825,MOONDARRA
3039,MOONEE PONDS
3055,MOONEE VALE
3450,MOONLIGHT FLAT
3465,MOONLIGHT FLAT
3612,MOORA
3189,MOORABBIN
3194,MOORABBIN AIRPORT
3189,MOORABBIN EAST
3213,MOORABOOL
3314,MOORALLA
3610,MOORILIM
3523,MOORMBOOL WEST
3862,MOORNAPA
3673,MOORNGAG
3933,MOOROODUC
3138,MOOROOLBARK
3629,MOOROOPNA
3629,MOOROOPNA NORTH
3616,MOOROOPNA NORTH WEST
3764,MORANDING
3195,MORDIALLOC
3058,MORELAND
3055,MORELAND WEST
3301,MORGIANA
3240,MORIAC
3931,MORNINGTON
3860,MOROKA
3334,MORRISONS
3387,MORRL MORRL
3272,MORTLAKE
3482,MORTON PLAINS
3840,MORWELL
3885,MOSSIFACE
3709,MOUNT ALFRED
3699,MOUNT BEAUTY
3363,MOUNT BECKWORTH
3960,MOUNT BEST
3352,MOUNT BOLTON
3675,MOUNT BRUNO
3740,MOUNT BUFFALO
3723,MOUNT BULLER
3781,MOUNT BURNETT
3324,MOUNT BUTE
3523,MOUNT CAMEL
3370,MOUNT CAMERON
3350,MOUNT CLEAR
3377,MOUNT COLE
3377,MOUNT COLE CREEK
3024,MOUNT COTTRELL
3767,MOUNT DANDENONG
3334,MOUNT DORAN
3381,MOUNT DRYDEN
3217,MOUNT DUNEED
3953,MOUNT ECCLES
3953,MOUNT ECCLES SOUTH
3352,MOUNT EGERTON
3930,MOUNT ELIZA
3351,MOUNT EMU
3796,MOUNT EVELYN
3461,MOUNT FRANKLIN
3371,MOUNT GLASGOW
3350,MOUNT HELEN
3472,MOUNT HOOGHLY
3741,MOUNT HOTHAM
3468,MOUNT LONARCH
3441,MOUNT MACEDON
3646,MOUNT MAJOR
3934,MOUNT MARTHA
3352,MOUNT MERCER
3240,MOUNT MORIAC
3301,MOUNT NAPIER
3350,MOUNT PLEASANT
3364,MOUNT PROSPECT
3305,MOUNT RICHMOND
3352,MOUNT ROWAN
3236,MOUNT SABINE
3844,MOUNT TASSIE
3875,MOUNT TAYLOR
3777,MOUNT TOOLEBEWONG
3342,MOUNT WALLACE
3149,MOUNT WAVERLEY
3723,MOUNTAIN BAY
3156,MOUNTAIN GATE
3988,MOUNTAIN VIEW
3294,MOUTAJUP
3951,MOYARRA
3732,MOYHU
3477,MOYREISK
3377,MOYSTON
3644,MUCKATAH
3451,MUCKLEFORD
3462,MUCKLEFORD SOUTH
3737,MUDGEGONGA
3170,MULGRAVE
3304,MUMBANNAR
3635,MUNDOONA
3862,MUNRO
3315,MUNTHAM
3610,MURCHISON
3610,MURCHISON EAST
3610,MURCHISON NORTH
3218,MURGHEBOLUC
3747,MURMUNGEE
3544,MURNUNGIN
3551,MURPHYS CREEK
3401,MURRA WARRA
3579,MURRABIT
3579,MURRABIT WEST
3586,MURRAWEE
3490,MURRAY-SUNSET
3586,MURRAYDALE
3512,MURRAYVILLE
3885,MURRINDAL
3717,MURRINDINDI
3243,MURROON
3163,MURRUMBEENA
3390,MURTOA
3461,MUSK
3461,MUSK VALE
3557,MUSKERRY
3533,MYALL
3579,MYALL
3304,MYAMYN
3556,MYERS FLAT
3551,MYOLA
3341,MYRNIONG
3732,MYRRHEE
3551,MYRTLE CREEK
3851,MYRTLEBANK
3736,MYRTLEFORD
3737,MYRTLEFORD
3518,MYSIA
3579,MYSTIC PARK
3641,MYWEE
3608,NAGAMBIE
3249,NALANGIL
3646,NALINGA
3847,NAMBROK
3533,NANDALY
3781,NANGANA
3312,NANGEELA
3494,NANGILOC
3561,NANNEELLA
3860,NAP NAP MARRA
3352,NAPOLEONS
3812,NAR NAR GOON
3812,NAR NAR GOON NORTH
3778,NARBETHONG
3293,NAREEB
3315,NAREEN
3525,NAREEWILLOCK
3707,NARIEL VALLEY
3636,NARING
3277,NARINGAL
3277,NARINGAL EAST
3266,NAROGHID
3824,NARRACAN
3483,NARRAPORT
3293,NARRAPUMELAP SOUTH
3285,NARRAWONG
3805,NARRE WARREN
3804,NARRE WARREN EAST
3804,NARRE WARREN NORTH
3805,NARRE WARREN SOUTH
3597,NARRUNG
3638,NATHALIA
3409,NATIMUK
3465,NATTE YALLOCK
3597,NATYA
3384,NAVARRE
3352,NAVIGATORS
3832,NAYOOK
3496,NEDS CORNER
3463,NEEREMAN
3831,NEERIM
3831,NEERIM EAST
3832,NEERIM JUNCTION
3832,NEERIM NORTH
3831,NEERIM SOUTH
3570,NEILBOROUGH
3699,NELSE
3292,NELSON
3953,NERRENA
3351,NERRIN NERRIN
3350,NERRINA
3373,NERRING
3418,NETHERBY
3413,NEUARPURR
3438,NEW GISBORNE
3825,NEWBOROUGH
3551,NEWBRIDGE
3458,NEWBURY
3219,NEWCOMB
3268,NEWFIELD
3442,NEWHAM
3925,NEWHAVEN
3350,NEWINGTON
3875,NEWLANDS ARM
3364,NEWLYN
3364,NEWLYN NORTH
3886,NEWMERELLA
3015,NEWPORT
3859,NEWRY
3462,NEWSTEAD
3220,NEWTOWN
3351,NEWTOWN
3418,NHILL
3501,NICHOLS POINT
3882,NICHOLSON
3042,NIDDRIE
3042,NIDDRIE NORTH
3821,NILMA
3821,NILMA NORTH
3533,NINDA
3518,NINE MILE
3351,NINTINGBOOL
3527,NINYEUNOOK
3268,NIRRANDA
3268,NIRRANDA EAST
3268,NIRRANDA SOUTH
3174,NOBLE PARK
3174,NOBLE PARK NORTH
3833,NOOJEE
3265,NOORAT
3265,NOORAT EAST
3890,NOORINBEE
3890,NOORINBEE NORTH
3409,NORADJUHA
3214,NORLANE
3579,NORMANVILLE
3682,NORONG
3550,NORTH BENDIGO
3458,NORTH BLACKWOOD
3215,NORTH GEELONG
3051,NORTH MELBOURNE
9999,NORTH POLE
3187,NORTH ROAD
3214,NORTH SHORE
3678,NORTH WANGARATTA
3113,NORTH WARRANDYTE
3995,NORTH WONTHAGGI
3070,NORTHCOTE
3070,NORTHCOTE SOUTH
3072,NORTHLAND CENTRE
3660,NORTHWOOD
3377,NORVAL
3168,NOTTING HILL
3887,NOWA NOWA
3469,NOWHERE CREEK
3585,NOWIE
3737,NUG NUG
3463,NUGGETTY
3435,NULLA VALE
3268,NULLAWARRE
3268,NULLAWARRE NORTH
3529,NULLAWIL
3636,NUMURKAH
3131,NUNAWADING
3909,NUNGURNER
3896,NUNNIONG
3401,NURCOUNG
3401,NURRABIEL
3888,NURRAN
3099,NUTFIELD
3594,NYAH
3595,NYAH WEST
3533,NYARRIN
3909,NYERIMILANG
3987,NYORA
3585,NYRRABY
3046,OAK PARK
3063,OAKLANDS JUNCTION
3166,OAKLEIGH
3166,OAKLEIGH EAST
3167,OAKLEIGH SOUTH
3540,OAKVALE
3880,OCEAN GRANGE
3226,OCEAN GROVE
3809,OFFICER
3809,OFFICER SOUTH
3701,OLD TALLANGATTA
3788,OLINDA
3241,OMBERSLEY
3898,OMEO
3898,OMEO VALLEY
3249,ONDIT
3888,ORBOST
3284,ORFORD
3204,ORMOND
3631,ORRVALE
3691,OSBORNES FLAT
3951,OUTTRIM
3490,OUYEN
3738,OVENS
3678,OXLEY
3678,OXLEY FLATS
3413,OZENKADNOOK
3268,PAARATTE
3551,PAINSWICK
3810,PAKENHAM
3810,PAKENHAM SOUTH
3810,PAKENHAM UPPER
3512,PANITYA
3265,PANMURE
3759,PANTON HILL
3477,PARADISE
3851,PARADISE BEACH
3240,PARAPARAP
3114,PARK ORCHARDS
3195,PARKDALE
3052,PARKVILLE
3340,PARWAN
3315,PASCHENDALE
3044,PASCOE VALE
3044,PASCOE VALE SOUTH
3444,PASTORIA
3444,PASTORIA EAST
3491,PATCHEWOLLOCK
3564,PATHO
3204,PATTERSON
3197,PATTERSON LAKES
3318,PATYAH
3880,PAYNESVILLE
3912,PEARCEDALE
3851,PEARSONDALE
3678,PEECHELBA
3678,PEECHELBA EAST
3727,PELLUEBLA
3235,PENNYROYAL
3289,PENSHURST
3586,PENTAL ISLAND
3341,PENTLAND HILLS
3478,PERCYDALE
3413,PERONNE
3862,PERRY BRIDGE
3270,PETERBOROUGH
3233,PETTICOAT CREEK
3757,PHEASANT CREEK
3597,PIANGIL
3572,PIAVELLA
3639,PICOLA
3639,PICOLA WEST
3833,PIEDMONT
3533,PIER MILAN
3407,PIGEON PONDS
3351,PIGGOREET
3401,PIMPINIO
3573,PINE GROVE
3631,PINE LODGE
3709,PINE MOUNTAIN
3579,PINE VIEW
3200,PINES FOREST
3149,PINEWOOD
3984,PIONEER BAY
3444,PIPERS CREEK
3585,PIRA
3723,PIRIES
3249,PIRRON YALLOCK
3351,PITFIELD
3360,PITTONG
3090,PLENTY
3335,PLUMPTON
3030,POINT COOK
3916,POINT LEO
3225,POINT LONSDALE
3212,POINT WILSON
3585,POLISBET
3260,POMBORNEIT
3249,POMBORNEIT EAST
3260,POMBORNEIT NORTH
3381,POMONAL
3571,POMPAPIEL
3312,POOLAIJELO
3352,POOTILLA
3988,POOWONG
3988,POOWONG EAST
3988,POOWONG NORTH
3461,PORCUPINE RIDGE
3740,POREPUNKAH
3971,PORT ALBERT
3269,PORT CAMPBELL
3284,PORT FAIRY
3964,PORT FRANKLIN
3207,PORT MELBOURNE
3965,PORT WELSHPOOL
3223,PORTARLINGTON
3305,PORTLAND
3305,PORTLAND NORTH
3305,PORTLAND WEST
3944,PORTSEA
3996,POUND CREEK
3797,POWELLTOWN
3312,POWERS CREEK
3517,POWLETT PLAINS
3181,PRAHRAN
3181,PRAHRAN EAST
3572,PRAIRIE
3666,PRANJIP
3685,PRENTICE NORTH
3072,PRESTON
3072,PRESTON LOWER
3072,PRESTON SOUTH
3072,PRESTON WEST
3054,PRINCES HILL
3269,PRINCETOWN
3662,PUCKAPUNYAL
3271,PURA PURA
3289,PURDEET
3278,PURNIM
3278,PURNIM WEST
3521,PYALONG
3575,PYRAMID HILL
3540,QUAMBATOOK
3030,QUANDONG
3401,QUANTONG
3550,QUARRY HILL
3225,QUEENSCLIFF
3984,QUEENSFERRY
3373,RAGLAN
3424,RAINBOW
3951,RANCEBY
3132,RANGEVIEW
3465,RATHSCAR
3465,RATHSCAR WEST
3023,RAVENHALL
3453,RAVENSWOOD
3453,RAVENSWOOD SOUTH
3825,RAWSON
3880,RAYMOND ISLAND
3570,RAYWOOD
3496,RED CLIFFS
3937,RED HILL
3937,RED HILL SOUTH
3371,RED LION
3350,REDAN
3477,REDBANK
3523,REDCASTLE
3444,REDESDALE
3658,REEDY CREEK
3395,REEDY DAM
3895,REEDY FLAT
3579,REEDY LAKE
3799,REEFTON
3072,REGENT WEST
3095,RESEARCH
3073,RESERVOIR
3858,REYNARD
3517,RHEOLA
3923,RHYLL
3377,RHYMNEY
3385,RIACHELLA
3480,RICH AVON
3480,RICH AVON EAST
3480,RICH AVON WEST
3121,RICHMOND
3121,RICHMOND EAST
3121,RICHMOND NORTH
3518,RICHMOND PLAINS
3121,RICHMOND SOUTH
3431,RIDDELLS CREEK
3666,RIGGS CREEK
3134,RINGWOOD
3135,RINGWOOD EAST
3134,RINGWOOD NORTH
3818,RIPPLEBROOK
3215,RIPPLESIDE
3185,RIPPONLEA
3401,RIVERSIDE
3860,RIVERSLEA
3971,ROBERTSONS BEACH
3019,ROBINSON
3549,ROBINVALE
3549,ROBINVALE IRRIGATION DISTRICT SECTION B
3549,ROBINVALE IRRIGATION DISTRICT SECTION C
3549,ROBINVALE IRRIGATION DISTRICT SECTION D
3549,ROBINVALE IRRIGATION DISTRICT SECTION E
3561,ROCHESTER
3442,ROCHFORD
3335,ROCKBANK
3401,ROCKLANDS
3364,ROCKLYN
3377,ROCKY POINT
3821,ROKEBY
3330,ROKEWOOD
3351,ROKEWOOD JUNCTION
3434,ROMSEY
3084,ROSANNA
